udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target,failure_type,installation_cohort,product_family,equipment_age_proxy,reliability_index,operating_stress,maintenance_efficiency,failure_risk_score,lifecycle_stage,criticality_score,criticality_level
1495,M16354,M,298.0,308.7,1377,48.5,181,0,No Failure,Gen1,M,0.1494149414941494,0.5870340077486009,0.9120707670623093,0.9880731985794368,2.1540277999714683,new_install,1.7352323501072804,medium
1496,H30909,H,297.9,308.5,1383,44.6,184,0,No Failure,Gen1,H,0.1495149514951495,0.6246424642464246,0.8432618351707175,1.0601510235161944,2.129302826389043,new_install,2.0046996811068327,high
1497,L48676,L,298.0,308.7,1268,69.4,189,1,Power Failure,Gen1,L,0.1496149614961496,0.14066989307626415,1.6109084621220013,0.1,3.793145177010966,new_install,2.3005306094409868,high
1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure,Gen1,L,0.1497149714971497,0.5390688634080799,0.8175711920850937,1.0898336920621872,2.015002670124219,new_install,1.3512724256752158,medium
1499,L48678,L,298.0,308.8,1790,27.2,193,0,No Failure,Gen1,L,0.1498149814981498,0.5374678337398958,1.0325095466513057,0.8829947641120373,2.656981394879155,new_install,1.672545421947054,medium
1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure,Gen1,M,0.1499149914991499,0.5758668040717115,1.3803106275571333,0.6755338922684351,4.789113644019386,new_install,2.9297386458748944,high
1501,M16360,M,298.0,308.7,2101,17.4,198,0,No Failure,Gen1,M,0.15001500150015,0.5734752605695354,1.3826600459850358,0.6744634433955016,4.330093222957689,new_install,2.7468353029785866,high
1502,M16361,M,298.0,308.7,1436,48.2,201,0,No Failure,Gen1,M,0.15011501150115011,0.5710837170673589,0.9020396039753281,0.9979645475415977,2.218926205777396,new_install,1.758182363503557,medium
1503,L48682,L,298.0,308.7,1462,48.2,204,0,No Failure,Gen1,L,0.15021502150215021,0.5286921735651826,0.9020396039753281,0.9979645475415977,2.217747395931929,new_install,1.4577108395653702,medium
1504,L48683,L,298.0,308.7,1771,26.2,206,0,No Failure,Gen1,L,0.15031503150315031,0.5270911438969985,1.0884125954335866,0.8414586010300191,2.78258204037021,new_install,1.73955659477816,medium
1505,L48684,L,298.0,308.7,1506,47.0,208,0,No Failure,Gen1,L,0.15041504150415042,0.5254901142288142,0.8619149516274032,1.0395929477010033,2.185899869328944,new_install,1.4329344332197986,medium
1506,L48685,L,298.0,308.7,1626,36.7,210,0,No Failure,Gen1,L,0.15051505150515052,0.52388908456063,0.7373218873892439,1.1942838412094827,2.1667915755230154,new_install,1.3879131964259794,medium
1507,L48686,L,298.0,308.8,1610,33.7,212,0,No Failure,Gen1,L,0.15061506150615062,0.5222880548924458,0.8151676797667126,1.0926959311488276,2.211968716330111,new_install,1.4293377904620583,medium
1508,M16367,M,298.0,308.6,1376,55.7,214,0,No Failure,Gen1,M,0.15071507150715072,0.5606870252242616,1.1752845196421895,0.7841387428434974,2.8261709541665487,new_install,2.0830537375592764,high
1509,M16368,M,298.0,308.6,1507,37.3,217,0,No Failure,Gen1,M,0.15081508150815082,0.5582954817220853,0.7397253997076122,1.190865490490337,2.2229502712254905,new_install,1.7110977284024798,medium
1510,L48689,L,298.0,308.5,1429,37.7,220,1,Tool Wear Failure,Gen1,L,0.15091509150915092,0.11590393821990896,0.7488163540839804,0.1,2.3581747362731,new_install,1.467914800734434,medium
1511,M16370,M,298.1,308.7,1547,38.9,0,0,No Failure,Gen1,M,0.15101510151015102,0.7297969796979699,0.6470955134968917,1.338516939178702,2.138159807887135,new_install,1.6493925772039213,medium
1512,L48691,L,298.1,308.7,1642,30.3,3,0,No Failure,Gen1,L,0.15111511151115112,0.6874054361957935,0.9346555219903533,0.9665052558520281,2.3824205846990316,new_install,1.5333648904767188,medium
1513,H30926,H,298.0,308.7,1503,36.3,5,0,No Failure,Gen1,H,0.15121512151215122,0.7658044065276093,0.7506967715052189,1.175506988501443,2.1381779051924235,new_install,1.9804801935285348,medium
1514,L48693,L,298.1,308.7,1568,32.9,10,0,No Failure,Gen1,L,0.15131513151315132,0.6818318353574488,0.8477187752365162,1.0551653360992415,2.1404478706402963,new_install,1.4104947808270734,medium
1515,M16374,M,298.1,308.8,1628,37.6,12,0,No Failure,Gen1,M,0.15141514151415142,0.7202308056892647,0.6680980483814666,1.301917121267521,2.035866229204837,new_install,1.6147759061963747,medium
1516,M16375,M,298.2,308.9,1614,35.5,15,0,No Failure,Gen1,M,0.15151515151515152,0.7178392621870883,0.6991858402435241,1.2512734205792293,1.969970300648381,new_install,1.5977438723324098,medium
1517,L48696,L,298.2,308.9,1278,54.0,18,0,No Failure,Gen1,L,0.15161516151615162,0.6754477186849119,1.0177147241633204,0.8946826756250909,2.731063408319593,new_install,1.6977397805768335,medium
1518,M16377,M,298.2,308.9,1408,38.8,20,0,No Failure,Gen1,M,0.15171517151715172,0.7138466890167278,0.5888430462867308,1.4517095082698275,1.9558035224107264,new_install,1.5589743228503097,medium
1519,H30932,H,298.2,309.0,1371,55.7,23,0,No Failure,Gen1,H,0.15181518151815182,0.7514551455145515,1.0520921431638708,0.8679861293505604,2.5328698550998547,new_install,2.228775584989103,high
1520,M16379,M,298.2,308.9,1512,38.5,28,0,No Failure,Gen1,M,0.15191519151915192,0.7074825743443911,0.5988742093737119,1.4308726614709941,1.7297048312334196,new_install,1.4715441953054815,medium
1521,L48700,L,298.3,309.1,1472,40.1,31,0,No Failure,Gen1,L,0.15201520152015202,0.6650910308422147,0.4913413128940136,1.6910707542248626,1.6430308379309182,new_install,1.1046147290405715,medium
1522,M16381,M,298.2,308.9,1585,34.3,33,0,No Failure,Gen1,M,0.15211521152115212,0.7034900011740306,0.7393104925914491,1.1914541862957142,1.7742869521329439,new_install,1.5315079286306124,medium
1523,H30936,H,298.2,309.0,1562,37.7,36,0,No Failure,Gen1,H,0.15221522152215222,0.7410984576718542,0.6031581391133183,1.4221551943649533,1.6189140544793257,new_install,1.7285130635257258,medium
1524,L48703,L,298.3,309.0,1519,36.9,41,0,No Failure,Gen1,L,0.15231523152315232,0.6571258865016937,0.6132433960907784,1.402045929174961,1.549315249514613,new_install,1.1036991186330787,medium
1525,L48704,L,298.2,309.0,1601,35.8,43,0,No Failure,Gen1,L,0.15241524152415242,0.6555248568335095,0.6666888386641996,1.3043101054429043,1.6161115122856098,new_install,1.1464512565135037,medium
1526,L48705,L,298.2,309.0,2449,13.8,45,0,No Failure,Gen1,L,0.15251525152515252,0.6539238271653253,1.4023074650428224,0.6656427018230223,5.910267233869397,new_install,3.0847991330606055,critical
1527,L48706,L,298.1,309.0,1787,27.6,47,0,No Failure,Gen1,L,0.15261526152615262,0.6523227974971411,0.9575384742961667,0.9455920747143873,2.396781193665044,new_install,1.5459740197548677,medium
1528,H30941,H,298.1,309.1,1425,44.5,49,0,No Failure,Gen1,H,0.15271527152715272,0.7307217678289568,0.6717940606787085,1.2956824248175858,1.6568339471234934,new_install,1.76427179705301,medium
1529,L48708,L,298.1,309.0,1559,34.0,54,0,No Failure,Gen1,L,0.15281528152815282,0.6467491966587964,0.7435403284405672,1.185479776466261,1.567886232469284,new_install,1.1502165915198836,medium
1530,L48709,L,298.1,309.0,1557,36.0,56,0,No Failure,Gen1,L,0.15291529152915292,0.6451481669906122,0.6766659078606924,1.2875549060141909,1.484201598711073,new_install,1.096680411842637,medium
1531,L48710,L,298.1,309.0,1497,40.5,58,0,No Failure,Gen1,L,0.15301530153015303,0.643547137322428,0.5605110580113024,1.5139791951566213,1.4280075336359461,new_install,1.0393563308577691,medium
1532,H30945,H,298.1,309.0,1438,41.4,60,0,No Failure,Gen1,H,0.15311531153115313,0.7219461076542437,0.590604547272246,1.44800668334694,1.5066555335230942,new_install,1.6798435775909115,medium
1533,M16392,M,298.1,308.9,1417,39.2,65,0,No Failure,Gen1,M,0.15321532153215323,0.6779735364840832,0.592132673425236,1.4448096996363224,1.5444365190291824,new_install,1.3954144096392436,medium
1534,M16393,M,298.0,308.9,1339,51.4,68,0,No Failure,Gen1,M,0.15331533153315333,0.6755819929819069,0.9641069999184535,0.9397551186832092,2.1228812624177893,new_install,1.738384604942652,medium
1535,L48714,L,298.0,308.8,1757,29.1,71,0,No Failure,Gen1,L,0.15341534153415343,0.6331904494797306,0.9689788471004247,0.9354722057526883,2.1625257497678203,new_install,1.4557039540372556,medium
1536,L48715,L,298.0,308.8,1581,36.1,73,0,No Failure,Gen1,L,0.15351535153515353,0.6315894198115464,0.7349183750708628,1.1977218730095935,1.4744673294858073,new_install,1.1102624443155817,medium
1537,M16396,M,298.2,308.9,1326,54.4,75,0,No Failure,Gen1,M,0.15361536153615363,0.6699883901433622,1.0310896082792953,0.8841032511308106,2.2664454322696224,new_install,1.8159050553916378,medium
1538,M16397,M,298.4,309.1,1467,39.6,78,0,No Failure,Gen1,M,0.15371537153715373,0.6675968466411859,0.48383257856112327,1.7128197992385703,1.1830473091426907,new_install,1.2183686972254133,medium
1539,L48718,L,298.4,309.1,1798,29.6,81,0,No Failure,Gen1,L,0.15381538153815383,0.6252053031390097,0.8182046814604972,1.089081792100427,2.0909746970463243,new_install,1.381851283256679,medium
1540,M16399,M,298.5,309.2,1449,46.4,83,0,No Failure,Gen1,M,0.15391539153915393,0.6636042734708254,0.6462008767193179,1.3401217168177466,1.2958528163219742,new_install,1.312201389544585,medium
1541,M16400,M,298.4,309.1,1525,39.3,86,0,No Failure,Gen1,M,0.15401540154015403,0.6612127299686491,0.49386374164810465,1.6838879525205166,1.0704984649589977,new_install,1.1763585084780306,medium
1542,L48721,L,298.4,309.0,2304,15.1,89,0,No Failure,Gen1,L,0.15411541154115413,0.6188211864664727,1.3255100691569333,0.7015032875856247,5.064013825926148,new_install,2.723258551117539,high
1543,L48722,L,298.3,308.9,1379,54.7,91,0,No Failure,Gen1,L,0.1542154215421542,0.6172201567982886,1.0244562601117868,0.8893187182759655,2.079793681654027,new_install,1.4392543506951467,medium
1544,L48723,L,298.4,308.9,1628,34.9,93,0,No Failure,Gen1,L,0.1543154315431543,0.6156191271301044,0.685919143908516,1.272395522810173,1.3275490498331677,new_install,1.036795363105822,medium
1545,L48724,L,298.4,309.0,1474,52.7,95,0,No Failure,Gen1,L,0.1544154415441544,0.6140180974619202,0.9184514897850878,0.9818827995538781,1.7034181098585448,new_install,1.2569026908789445,medium
1546,M16405,M,298.4,309.0,1544,38.8,97,0,No Failure,Gen1,M,0.1545154515451545,0.652417067793736,0.5330481852854169,1.579658584044655,1.071367337062314,new_install,1.1884613904105508,medium
1547,L48726,L,298.4,308.9,1391,48.4,100,0,No Failure,Gen1,L,0.1546154615461546,0.6100255242915597,0.7971373240307004,1.114656556152578,1.6144560726008537,new_install,1.1849236262495517,medium
1548,L48727,L,298.3,308.9,1348,55.5,102,0,No Failure,Gen1,L,0.1547154715471547,0.6084244946233754,1.0512060283437366,0.8686542420549345,2.20109674560329,new_install,1.4958005067444369,medium
1549,M16408,M,298.3,308.8,1349,52.1,104,0,No Failure,Gen1,M,0.1548154815481548,0.6468234649551912,0.9599853518502801,0.9434092633963559,1.9969580694078266,new_install,1.6867788333182148,medium
1550,L48729,L,298.4,308.9,1706,29.5,107,0,No Failure,Gen1,L,0.1549154915491549,0.6044319214530149,0.866480079474178,1.034682474308274,1.7821710802565718,new_install,1.2728124559448821,medium
1551,L48730,L,298.4,308.9,1638,32.4,109,0,No Failure,Gen1,L,0.155015501550155,0.6028308917848306,0.7695121696333596,1.1500701599399836,1.4439439131784013,new_install,1.1084312161613683,medium
1552,L48731,L,298.4,308.8,1458,40.1,111,0,No Failure,Gen1,L,0.1551155115511551,0.6012298621166465,0.5420743171165507,1.557452110046753,1.2286316569278213,new_install,0.9540749579060936,low
1553,L48732,L,298.5,308.9,1781,27.8,113,0,No Failure,Gen1,L,0.1552155215521552,0.5996288324484622,0.9066588257125817,0.9933852209482511,2.1089912841506697,new_install,1.4155941613740424,medium
1554,L48733,L,298.5,308.8,1332,59.1,115,0,No Failure,Gen1,L,0.1553155315531553,0.598027802780278,1.1607168013708715,0.7931995503769167,2.499047028987669,new_install,1.6478338520063291,medium
1555,M16414,M,298.4,308.7,1584,31.7,117,0,No Failure,Gen1,M,0.1554155415541554,0.6364267731120938,0.83784989382099,1.0662687137765703,1.4809140991129914,new_install,1.4437206077914935,medium
1556,L48735,L,298.4,308.6,1491,42.0,120,0,No Failure,Gen1,L,0.1555155515551555,0.5940352296099175,0.6505366936521059,1.3323798935585782,1.2996056590655383,new_install,1.015003271721847,medium
1557,H30970,H,298.4,308.5,1398,47.1,122,0,No Failure,Gen1,H,0.1556155615561556,0.6724341999417334,0.8435323046231303,1.0598471245766452,1.6876298102545848,new_install,1.828111615488773,medium
1558,L48737,L,298.3,308.4,1585,30.6,127,0,No Failure,Gen1,L,0.1557155715571557,0.5884616287715729,0.9586928518714192,0.9445610199713075,1.7147680553224467,new_install,1.2735150776904045,medium
1559,M16418,M,298.2,308.3,1476,43.5,129,0,No Failure,Gen1,M,0.1558155815581558,0.6268605991033886,0.8014190470730003,1.1093619590656556,1.5786018390420318,new_install,1.4718664497387128,medium
1560,L48739,L,298.2,308.3,1458,41.8,132,0,No Failure,Gen1,L,0.1559155915591559,0.5844690556012124,0.7445757895801065,1.1840263625093552,1.5857666407579167,new_install,1.1576793931771987,medium
1561,M16420,M,298.2,308.4,1510,39.9,134,0,No Failure,Gen1,M,0.156015601560156,0.6228680259330281,0.6643913074294914,1.3082304708079657,1.476046036006492,new_install,1.3897358066314442,medium
1562,L48741,L,298.2,308.4,1388,53.8,137,0,No Failure,Gen1,L,0.1561156115611561,0.5804764824308519,1.1233564745670246,0.8174232292790408,2.195705279697313,new_install,1.5152890542490327,medium
1563,L48742,L,298.2,308.3,2216,16.8,139,0,No Failure,Gen1,L,0.1562156215621562,0.5788754527626676,1.459256703619376,0.6413312174183899,4.696190291602236,new_install,2.6162531277267074,high
1564,L48743,L,298.2,308.3,1402,51.0,141,0,No Failure,Gen1,L,0.1563156315631563,0.5772744230944834,1.052198124247531,0.8679062905549101,2.0513535392753433,new_install,1.4362008529843968,medium
1565,M16424,M,298.0,308.2,2090,19.0,143,0,No Failure,Gen1,M,0.1564156415641564,0.6156733934262992,1.4414897019828279,0.6487231142145767,4.083556649081856,new_install,2.6658695702275907,high
1566,L48745,L,298.0,308.2,1459,42.1,146,0,No Failure,Gen1,L,0.1565156515651565,0.5732818499241229,0.8104018136684018,1.0984160894523798,1.7567201053236916,new_install,1.2458085862299972,medium
1567,M16426,M,298.0,308.1,1403,44.8,148,0,No Failure,Gen1,M,0.1566156615661566,0.6116808202559387,0.9231481199435633,0.9773755925536568,1.9639199671286733,new_install,1.6625124228345385,medium
1568,L48747,L,298.1,308.2,1521,39.3,151,0,No Failure,Gen1,L,0.1567156715671567,0.5692892767537624,0.7460498218426085,1.1819634898357452,1.691167316271388,new_install,1.2002818730613378,medium
1569,L48748,L,298.2,308.2,1407,47.1,153,0,No Failure,Gen1,L,0.1568156815681568,0.5676882470855782,0.9442588426091184,0.9576169807683542,1.961043645053454,new_install,1.3676951108041173,medium
1570,M16429,M,298.1,308.2,1654,35.3,155,0,No Failure,Gen1,M,0.1569156915691569,0.6060872174173939,0.8797986630023581,1.0206178450333252,1.8890673922750032,new_install,1.6195665558107089,medium
1571,L48750,L,298.2,308.4,1452,43.5,158,0,No Failure,Gen1,L,0.157015701570157,0.5636956739152177,0.7789532085806695,1.1377169913456444,1.7210914622928573,new_install,1.222122547491344,medium
1572,L48751,L,298.3,308.4,1528,37.3,160,0,No Failure,Gen1,L,0.1571157115711571,0.5620946442470334,0.7346635429288387,1.1980875509321933,1.6256062339658766,new_install,1.1706415564650023,medium
1573,L48752,L,298.2,308.3,1230,59.6,162,0,No Failure,Gen1,L,0.1572157215721572,0.5604936145788492,1.3397581327409924,0.6945611052713508,3.1136008701622657,new_install,1.9473677878872042,medium
1574,L48753,L,298.2,308.2,1466,42.4,164,0,No Failure,Gen1,L,0.1573157315731573,0.558892584910665,0.7871039542464123,1.127263603338903,1.8149671334647015,new_install,1.2621180396598044,medium
1575,L48754,L,298.2,308.2,1478,50.1,166,0,No Failure,Gen1,L,0.15741574157415741,0.5572915552424808,1.0445704734789305,0.8736901948557981,2.066688039686359,new_install,1.4400463579182228,medium
1576,L48755,L,298.2,308.3,2057,18.0,168,0,No Failure,Gen1,L,0.15751575157515751,0.5556905255742965,1.4191320512714511,0.6582706218087104,4.0307154299347,new_install,2.3380257873553156,high
1577,L48756,L,298.3,308.4,1490,41.7,170,0,No Failure,Gen1,L,0.15761576157615761,0.5540894959061123,0.7021017188042923,1.2467246691488436,1.7179958834784022,new_install,1.1978288690326486,medium
1578,L48757,L,298.3,308.4,1484,43.4,172,0,No Failure,Gen1,L,0.15771577157715772,0.5524884662379281,0.7589449762971857,1.1642189285638371,1.7665751604392277,new_install,1.234313557064847,medium
1579,L48758,L,298.3,308.4,1593,37.0,174,0,No Failure,Gen1,L,0.15781578157815782,0.550887436569744,0.7446947060158199,1.1838596748364982,1.7764260512569556,new_install,1.2339788323075283,medium
1580,L48759,L,298.3,308.3,1444,43.8,176,0,No Failure,Gen1,L,0.15791579157915792,0.5492864069015597,0.7947856989054913,1.1175860334191836,1.9018004867056344,new_install,1.2991559043539012,medium
1581,M16440,M,298.3,308.4,1444,47.5,178,0,No Failure,Gen1,M,0.15801580158015802,0.5876853772333757,0.896037538485929,1.0039782250778362,1.9890510092038616,new_install,1.6644316652273234,medium
1582,M16441,M,298.2,308.3,1560,33.0,181,0,No Failure,Gen1,M,0.15811581158115812,0.5852938337311993,0.9175738969223902,0.9827296111117416,1.9895196669673336,new_install,1.6710800358636504,medium
1583,H30996,H,298.1,308.3,1530,42.0,184,0,No Failure,Gen1,H,0.15821582158215822,0.6229022902290229,0.7679277428925745,1.152169645674954,1.9233360433825302,new_install,1.8997127402207843,medium
1584,L48763,L,298.2,308.4,1310,61.0,189,1,Overstrain Failure,Gen1,L,0.15831583158315832,0.13892971905886242,1.3641043886545738,0.1,3.1110692720694555,new_install,1.9536590254241544,medium
1585,M16444,M,298.2,308.3,1639,33.3,191,0,No Failure,Gen1,M,0.15841584158415842,0.5773286893906783,0.9075427338354091,0.992513733083364,2.1449286069266065,new_install,1.7302342629212653,medium
1586,L48765,L,298.2,308.3,1400,48.7,194,0,No Failure,Gen1,L,0.15851585158515852,0.5349371458885019,0.9752925405806748,0.9299794821044554,2.30794910471753,new_install,1.5157674040612146,medium
1587,M16446,M,298.3,308.4,1486,44.2,196,0,No Failure,Gen1,M,0.15861586158615862,0.5733361162203178,0.7856947445291357,1.1290571680332515,2.019032284699993,new_install,1.643321337238738,medium
1588,M16447,M,298.2,308.3,1448,43.3,199,0,No Failure,Gen1,M,0.15871587158715872,0.5709445727181415,0.7947316050150127,1.1176536006942785,2.1327973824793607,new_install,1.691538434496248,medium
1589,L48768,L,298.2,308.3,1688,32.0,202,0,No Failure,Gen1,L,0.15881588158815882,0.528553029215965,0.9510111072123276,0.9514647306177115,2.3777787693403636,new_install,1.5364148398998436,medium
1590,M16449,M,298.1,308.3,1453,41.5,204,0,No Failure,Gen1,M,0.15891589158915892,0.566951999547781,0.7512091377476059,1.1747994184438755,2.1811855738222623,new_install,1.6978369708531866,medium
1591,L48770,L,298.2,308.4,1497,37.7,207,0,No Failure,Gen1,L,0.15901590159015902,0.5245604560456045,0.7379531700673535,1.1933841122883053,2.1245830328255955,new_install,1.3712191641504443,medium
1592,L48771,L,298.2,308.4,1355,49.4,209,0,No Failure,Gen1,L,0.15911591159115912,0.5229594263774203,0.9762327492913001,0.9291670418489871,2.539335455343142,new_install,1.608604006924647,medium
1593,L48772,L,298.1,308.4,1592,38.2,211,0,No Failure,Gen1,L,0.15921592159215922,0.5213583967092361,0.7378990761768653,1.193461155921979,2.195326029886177,new_install,1.3995001348075304,medium
1594,L48773,L,298.0,308.3,1544,34.7,213,0,No Failure,Gen1,L,0.15931593159315932,0.5197573670410519,0.894059661938467,1.0059758365508455,2.3091553633000452,new_install,1.491880043901558,medium
1595,M16454,M,298.0,308.2,1373,51.2,215,0,No Failure,Gen1,M,0.15941594159415942,0.5581563373728677,1.1146804273068323,0.823261804108577,2.7266561559774023,new_install,2.0250665905830103,high
1596,L48775,L,298.0,308.2,1365,52.9,218,1,Overstrain Failure,Gen1,L,0.15951595159515952,0.11576479387069141,1.1715236847997257,0.1,2.8447628659005857,new_install,1.789362251800152,medium
1597,L48776,L,298.0,308.1,1877,24.3,0,0,No Failure,Gen1,L,0.15961596159615962,0.6880768076807681,1.2867383259384901,0.7211165807530697,3.4009500527806185,new_install,2.0464015188937945,high
1598,L48777,L,297.9,308.1,1531,40.8,2,0,No Failure,Gen1,L,0.15971597159715972,0.686475778012584,0.8060637900383036,1.103675051353421,2.3529557924603686,new_install,1.4830014539956384,medium
1599,L48778,L,297.9,308.0,1501,36.7,4,0,No Failure,Gen1,L,0.15981598159815982,0.6848747483443997,0.9112472680900998,0.9888778259828161,2.398968484245652,new_install,1.5329615741252909,medium
1600,L48779,L,297.9,308.0,1490,46.2,6,0,No Failure,Gen1,L,0.15991599159915992,0.6832737186762156,1.0090905640963095,0.9016396247269519,2.441880327516989,new_install,1.5794793002356884,medium
1601,M16460,M,297.8,307.8,1543,43.7,8,0,No Failure,Gen1,M,0.16001600160016002,0.7216726890080313,0.9870937266106207,0.9198838844538598,2.455657620559192,new_install,1.878391166206863,medium
1602,L48781,L,297.8,307.8,1597,38.2,11,0,No Failure,Gen1,L,0.16011601160116012,0.679281145505855,0.9226876408943484,0.9778156692355177,2.425441031219554,new_install,1.5469827047561262,medium
1603,H31016,H,297.8,307.9,1600,33.5,13,0,No Failure,Gen1,H,0.16021602160216022,0.7576801158376707,1.0573766907647235,0.8640229304594524,2.4484011772337158,new_install,2.196573478122903,high
1604,M16463,M,297.8,307.8,1622,32.1,18,0,No Failure,Gen1,M,0.16031603160316032,0.7137075446675103,1.1266546236629666,0.8152253949150385,2.5027407285339227,new_install,1.939092678512459,medium
1605,L48784,L,297.8,307.8,1452,39.8,21,0,No Failure,Gen1,L,0.16041604160416043,0.671316001165334,0.8691881044304487,1.0317914504198937,2.3507192580573597,new_install,1.5010441345520786,medium
1606,L48785,L,297.8,307.8,1396,42.5,23,0,No Failure,Gen1,L,0.16051605160516053,0.6697149714971498,0.9469690742626956,0.9551380499984945,2.429855652053806,new_install,1.5560329831003312,medium
1607,L48786,L,297.8,307.7,1505,39.7,25,0,No Failure,Gen1,L,0.16061606160616063,0.6681139418289656,0.8949976639517856,1.0050274852187562,2.3161931078810856,new_install,1.49497654233797,medium
1608,L48787,L,297.8,307.8,1412,48.3,27,0,No Failure,Gen1,L,0.16071607160716073,0.6665129121607813,1.1409048939443325,0.8058635314277843,2.4976215902249717,new_install,1.6413201042732883,medium
1609,L48788,L,297.8,307.7,1393,38.0,29,0,No Failure,Gen1,L,0.16081608160816083,0.6649118824925971,0.9518409214446794,0.9507141047778622,2.422706765142346,new_install,1.5546349824903423,medium
1610,L48789,L,297.7,307.7,1581,34.9,31,0,No Failure,Gen1,L,0.16091609160916093,0.6633108528244129,1.0721607845979755,0.853125282077217,2.349516472896563,new_install,1.561454824538018,medium
1611,L48790,L,297.8,307.8,1573,37.9,33,0,No Failure,Gen1,L,0.16101610161016103,0.6617098231562287,0.9327188039813298,0.9683177997193501,2.2117796177180273,new_install,1.4645274882816097,medium
1612,M16471,M,297.8,307.9,1726,27.3,35,0,No Failure,Gen1,M,0.16111611161116113,0.7001087934880446,1.2646873945623354,0.7327685475696116,2.693188728909781,new_install,2.0566817099326133,high
1613,M16472,M,297.9,307.9,1540,39.8,38,0,No Failure,Gen1,M,0.16121612161216123,0.6977172499858681,0.8300577546836374,1.0752020452107878,2.0807906521858586,new_install,1.6813335872794348,medium
1614,L48793,L,297.9,308.0,1296,62.9,41,0,No Failure,Gen1,L,0.16131613161316133,0.6553257064836918,1.567491975938264,0.5997030357146518,3.340424719570263,new_install,2.1064174806095846,high
1615,M16474,M,297.8,307.9,1802,25.8,43,0,No Failure,Gen1,M,0.16141614161416143,0.6937246768155076,1.3148432099972416,0.7067920974805043,2.9071971927442175,new_install,2.1573318400968597,high
1616,L48795,L,297.8,307.9,1447,48.6,46,0,No Failure,Gen1,L,0.16151615161516153,0.6513331333133313,1.128470218538983,0.8140205475956086,2.277102669650642,new_install,1.5493821334219517,medium
1617,H31030,H,297.8,307.8,1662,30.7,48,0,No Failure,Gen1,H,0.16161616161616163,0.7297321036451472,1.1734667180688791,0.7852580564621493,2.3775238525401012,new_install,2.203049556436704,high
1618,L48797,L,297.8,307.8,1563,34.3,53,0,No Failure,Gen1,L,0.1617161716171617,0.6457595324749866,1.0530927610251044,0.8672329181140602,2.1246537540675683,new_install,1.4657893299345586,medium
1619,L48798,L,297.9,307.8,1286,59.5,55,0,No Failure,Gen1,L,0.1618161816181618,0.6441585028068025,1.4987371379371508,0.6254936951613567,3.1351665154481925,new_install,2.0036877475604222,high
1620,L48799,L,297.9,307.7,1590,34.6,57,0,No Failure,Gen1,L,0.1619161916191619,0.6425574731386182,1.048862925175986,0.8704258602886129,2.1299652807077054,new_install,1.466644989835878,medium
1621,L48800,L,297.9,307.7,1492,43.7,59,0,No Failure,Gen1,L,0.162016201620162,0.6409564434704341,0.9928950538484834,0.9150009385426662,2.078602745918593,new_install,1.4293096145219821,medium
1622,L48801,L,297.7,307.6,1844,21.9,61,0,No Failure,Gen1,L,0.1621162116211621,0.6393554138022498,1.5293103568594921,0.6137566092242287,3.2698125279445436,new_install,2.066718118235665,high
1623,H31036,H,297.7,307.6,1538,38.3,63,0,No Failure,Gen1,H,0.1622162216221622,0.7177543841340657,0.9809401081045189,0.9251206357339711,2.117590870913414,new_install,2.0413183807967212,high
1624,L48803,L,297.7,307.6,1921,22.9,68,0,No Failure,Gen1,L,0.1623162316231623,0.6337818129639051,1.495873146569555,0.626616220812771,3.440137349414802,new_install,2.1248168837367873,high
1625,M16484,M,297.8,307.8,1310,57.9,70,0,No Failure,Gen1,M,0.1624162416241624,0.672180783295721,1.4619021127277314,0.6402449883709956,2.9390868686773,new_install,2.2142053812892395,high
1626,L48805,L,297.9,307.8,1365,46.9,73,0,No Failure,Gen1,L,0.1625162516251625,0.6297892397935446,1.0774282882839394,0.8493086245256303,2.244868903675392,new_install,1.5211760479553387,medium
1627,M16486,M,297.9,307.8,1303,59.3,75,0,No Failure,Gen1,M,0.1626162616261626,0.6681882101253604,1.4920496958791631,0.6281210960866263,3.0114202381366724,new_install,2.252183004018418,high
1628,L48807,L,297.9,307.8,1499,37.5,78,0,No Failure,Gen1,L,0.1627162716271627,0.6257966666231841,0.9294291768428239,0.9714121403348205,1.9105686848961563,new_install,1.3430562270113096,medium
1629,L48808,L,297.9,307.8,1451,38.2,80,0,No Failure,Gen1,L,0.1628162816281628,0.6241956369549999,0.9060231296398676,0.9940129312513681,1.9447571147782394,new_install,1.349709784803256,medium
1630,M16489,M,297.9,307.9,1336,54.4,82,0,No Failure,Gen1,M,0.1629162916291629,0.6625946072868157,1.3057415269661394,0.7113683282574659,2.580247125815032,new_install,2.0238213084158545,high
1631,L48810,L,297.9,307.9,1412,44.5,85,0,No Failure,Gen1,L,0.163016301630163,0.6202030637846393,0.974713145095759,0.9304808492976031,1.9891205025154102,new_install,1.3880621445348917,medium
1632,L48811,L,298.0,308.0,1433,39.2,87,0,No Failure,Gen1,L,0.1631163116311631,0.6186020341164551,0.8109897311107663,1.0977072143071291,1.8151432060254675,new_install,1.269354201743417,medium
1633,L48812,L,297.9,307.9,1426,43.6,89,0,No Failure,Gen1,L,0.1632163216321632,0.6170010044482709,0.9446196558348156,0.9572862183995979,1.933205103981565,new_install,1.3566679383430706,medium
